,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
13648,KMlY-L1oAL3qMQnwQCJPhQ,"""The City Cafe""","""19 Blair Street""",Edinburgh,EDH,EH1 1QR,55.9492608,-3.1878981,3.5,67,1,Restaurants;Diners;Food;Bars;Coffee & Tea;Nightlife;Pubs;American (New)
13813,_hVxxHJFWUsqDXgJex-Lng,"""St Vincent""","""11 St Vincent Street""",Edinburgh,EDH,EH3 6SW,55.95785970000001,-3.2034354,4.0,7,1,Gastropubs;Bars;Pubs;Nightlife;Restaurants
13828,2U3KaC0sIFeugvSm0c2fJA,"""LongHorn Steakhouse""","""4907 Grande Blvd""",Medina,OH,44256,41.1650496,-81.8627356,3.5,14,1,Barbeque;American (Traditional);Steakhouses;Restaurants
13847,MOiP-xSU3lnobWNKBQuELw,"""La Partenope""","""Dalry Road""",Edinburgh,EDH,EH11 2AX,55.942599,-3.2214644,4.0,7,0,Restaurants;Italian
13952,F5ArFLP1s3qs_F00s2wMGQ,"""Baget Stuffed""","""59 Nicolson Street""",Edinburgh,MLN,EH8 9BZ,55.9456088,-3.1848647,5.0,4,1,Sandwiches;Restaurants
14330,t8tbS3LpFooC_z_EyrSp7Q,"""Nyam Nyam Italiano""","""27 S Clerk Street""",Edinburgh,EDH,EH8 9JD,55.9405564,-3.1807098,4.0,7,0,Restaurants;Italian
14408,z6hLIScN-d9ECKyMs7MoTw,"""Meze Meze""","""71 Rose Street""",Edinburgh,EDH,EH2 2NH,55.95250649999999,-3.1994627999999996,4.0,5,1,Turkish;Halal;Restaurants
14425,HdCjuiC-AghS1dKER9Z5Aw,"""Bar @ JMCC""","""John McIntyre Conference Centre, 18 Holyrood Park Road""",Edinburgh,EDH,EH16 5AY,55.938686100000005,-3.1715222,3.0,4,1,Nightlife;Restaurants;Bars;Cafeteria;Food;Beer;Wine & Spirits
14517,KrW3j_A153XqqE6aTh4GzA,"""Castle Rock Take Away""","""87 Grassmarket""",Edinburgh,EDH,EH1 2HJ,55.947520999999995,-3.1947558,3.0,8,1,Fish & Chips;Restaurants
14551,ybawte9OmM1n5z1ouNaIUA,"""Vinyasa""","""34 St Mary's Street""",Edinburgh,EDH,EH1 1SX,55.9503782,-3.1836019,4.0,12,1,Restaurants;Indian
14592,5BhzL6lGrAuC42rgHbpERg,"""Black Medicine""","""7 Barcley Terrace, Bruntsfield Place""",Edinburgh,EDH,EH10 4HP,55.939628763500004,-3.204078613,3.5,19,0,Sandwiches;Restaurants;Coffee & Tea;Juice Bars & Smoothies;Desserts;Food;Internet Cafes
14619,EFCBeGDnLP1o0RcitaqWOw,"""Fresh Grind Coffee House""","""58 Elm Row""",Edinburgh,EDH,EH7 4AQ,55.9602453,-3.1817262000000004,4.0,3,0,Restaurants;Breakfast & Brunch;Sandwiches
14633,7_EaA-LxLRZYKDi-ga7Vsw,"""Chesser Fish & Chips""","""538 Gorgie Road""",Edinburgh,EDH,EH11 3AL,55.930949,-3.253789,2.5,5,1,Fish & Chips;Restaurants
14688,Qc8kNFkr5q4xNah4iC0haw,"""Tempus""","""25 George Street""",Edinburgh,EDH,EH2 2PB,55.953835469,-3.1962980127,4.0,19,0,French;Scottish;Restaurants;Bars;Nightlife;Wine Bars
14692,pedUs5cNL7V6hObNIW5EXA,"""Gordon's Trattoria""","""231 High Street, The Royal Mile""",Edinburgh,EDH,EH1 1PE,55.950193999999996,-3.189099,4.0,23,1,Italian;Restaurants
14738,jE4pqXJHTbfRcvdznwvG-g,"""Saiyems""","""386 Gorgie Road""",Edinburgh,EDH,EH11 2RQ,55.936403000000006,-3.240834,4.0,4,1,Restaurants;Indian;Fast Food
14853,j1FQJimAsxP6DWh_k3kpyQ,"""Subway""","""43 Hanover Street""",Edinburgh,EDH,EH2 2PJ,55.9529699,-3.1966132999999997,3.5,3,1,American (Traditional);Restaurants;Fast Food
15116,yF_fqO9cUUEyaIWhb-iOQQ,"""Castle Terrace""","""33-35 Castle Terrace""",Edinburgh,EDH,EH1 2EL,55.9469551,-3.2026668,4.5,27,1,Restaurants;British
15398,Gf40Ghm5UXOPjyeURX7s8g,"""Sully's Irish Pub""","""117 W Liberty St""",Medina,OH,44256,41.1393817,-81.8648027,3.5,68,1,Nightlife;Restaurants;Pubs;Bars;Irish
15491,8-HSr0TFRWW8tHDVHd_MbQ,"""Amarone""","""13 St Andrew Square""",Edinburgh,EDH,EH2 2AF,55.953704332,-3.1937964982,4.0,26,1,Wine Bars;Italian;Nightlife;Restaurants;British;Bars
15570,dxOMcBE9P1a9vflvLR1P-Q,"""Passorn""","""23-23a Brougham Pl""",Edinburgh,EDH,EH3 9JU,55.9427891041,-3.2017991674,4.0,20,1,Restaurants;Thai
15739,l2XPDkHa7ge59UB2AiqwzQ,"""Rollo""","""108 Raeburn Place""",Edinburgh,MLN,EH4 1HH,55.9593246874,-3.2143282136,4.5,14,1,Wine Bars;Bars;Restaurants;Nightlife;Modern European
15744,IDMGuHSeK3xUDT40SIlIog,"""Ostara""","""53 Coburg Street""",Edinburgh,EDH,EH6 6HJ,55.975620299999996,-3.1783217999999995,4.5,7,1,Cafes;Breakfast & Brunch;Restaurants
15985,v4jKdWjO0U_x4Z13geHfjA,"""Punjabi Junction""","""122 -124 Leith Walk""",Edinburgh,EDH,EH6 5DT,55.968421936000006,-3.1740620136,4.5,8,1,Indian;Restaurants;Pakistani
16001,JMEkPlKTUSzDrnz1bTB1eg,"""Underdogs""","""104 Hanover Street""",Edinburgh,EDH,EH2 1DR,55.9544628,-3.1980227,3.5,8,0,Restaurants;American (Traditional);Bars;Beer;Wine & Spirits;Food;Nightlife;Pubs
16063,AJbXDThXK_RI5bI6gmwkaw,"""Lowdown Coffee""","""40 George Street""",Edinburgh,EDH,EH2 2LE,55.953223442399995,-3.1979809612,4.5,7,1,Coffee & Tea;Restaurants;Food;Cafes
16084,BsupWZwsNrlI0bc79AKgCQ,"""Clouds & Soil""","""4 Picardy Place""",Edinburgh,EDH,EH1 3JT,55.9567912,-3.1875339,3.5,6,0,Restaurants;Bars;British;Nightlife;Wine Bars
16450,Z0zp73zMTX1-Q6zMXnqgiw,"""Amicus Apple""","""17 Frederick Street, New Town""",Edinburgh,EDH,EH2 2EY,55.95214839999999,-3.1996076,3.5,27,0,Bars;Pubs;Wine Bars;Restaurants;Nightlife
16496,1X9DnaRUexCmwohV2E-f1g,"""Pizza Express""","""23 North Bridge""",Edinburgh,EDH,EH1 1SB,55.9506243,-3.1874361,3.5,23,1,Pizza;Italian;Restaurants
16536,w1EOOZw77b3jwu_0wwTecA,"""Patisserie Florentin""","""5 NW Circus Place""",Edinburgh,EDH,EH3 6ST,55.957331,-3.2060458,4.0,16,1,Restaurants;Food;Coffee & Tea;Sandwiches;Patisserie/Cake Shop
16539,pPwDCOOi3wLtTE1DVQJFFw,"""Anima""","""11 Henderson Row""",Edinburgh,EDH,EH3 5DH,55.960455700000004,-3.2015562,4.0,14,1,Restaurants;Pizza;Fast Food;Italian
16634,J3Sg4K1KP4sbpqo2XPLiMw,"""Sabor Criollo""","""36 Deanhaugh Street""",Edinburgh,EDH,EH4 1LY,55.9583130664,-3.2095900625,4.0,11,1,Mexican;Restaurants;Latin American
16686,rfaerW9qEYHyNmxkQ_sH3w,"""Patisserie Valerie""","""25 North Bridge""",Edinburgh,EDH,EH1 1SB,55.9505875016,-3.1875371933,3.0,40,1,Restaurants;Food;Bakeries;Patisserie/Cake Shop;Cafes
16772,esY3e2Uugs39MEFHTOdYHQ,"""Mr Hero""","""1029 N Court St""",Medina,OH,44256,41.1531495,-81.8630169,2.5,3,1,Sandwiches;Restaurants
16791,ylIn3v_6SI7OBGRFxsTyDg,"""The Gathering Restaurant and Lounge""","""Edinburgh Airport, Gate 11""",City of Edinburgh,EDH,EH12 9DN,55.949260200000005,-3.3629352999999997,2.5,8,1,Restaurants;Food;Lounges;Bars;Creperies;Coffee & Tea;Sandwiches;Nightlife;British
16925,mbHasVimAlVocKc3zzkDVA,"""Samuel's Chinese Take Away""","""14 Portland Place""",Edinburgh,EDH,EH6 6LA,55.97803570000001,-3.1818847999999997,4.5,3,1,Restaurants;Fast Food
16954,NW3KM7K7ywzEfqk3OR4tAQ,"""Gurkha Cafe & Restaurant""","""25/27 Cockburn Street""",Edinburgh,EDH,EH1 1BP,55.9504218,-3.190389,4.5,82,1,Himalayan/Nepalese;Restaurants;Indian
16976,D0W98MK72xfGgV9knvFr_Q,"""Eastern Spices""","""6 Howard Street""",Edinburgh,EDH,EH3 5JP,55.962964299999996,-3.2005822,4.5,3,1,Food;Restaurants;Food Delivery Services;Indian
17097,CStQJ-ADmhxuepLooO2NXA,"""Piatto Verde""","""7 Dundee Terrace""",Edinburgh,EDH,EH11 1DL,55.939629700000005,-3.2206907000000005,4.5,10,1,Restaurants;Italian
17147,1HYHJs_AV0ebabMeoaRXkQ,"""Rustic Hills Country Club""","""5399 River Styx Rd""",Medina,OH,44256,41.1272386738,-81.8092699332,4.5,5,1,Event Planning & Services;Caterers;American (Traditional);Restaurants;Golf;Nightlife;Arts & Entertainment;Country Clubs;Venues & Event Spaces;Active Life
17347,tD1veHsKELAH3b7wKmHsaw,"""The Lioness of Leith""","""21-25 Duke Street""",Edinburgh,EDH,EH6 8HH,55.9701351,-3.1701971,3.5,27,1,Cocktail Bars;Caribbean;Bars;Restaurants;African;Lounges;Nightlife;British
17626,tcm2xSuadBSERqefVq5WEQ,"""Peppers Sandwich Bar""","""32 Lady Lawson St""",Edinburgh,EDH,EH3 9DS,55.946263699999996,-3.2015365,4.0,8,0,Restaurants;Food;Sandwiches;Bakeries;Breakfast & Brunch
17631,78889mWELtiG8VazJGp9YQ,"""Wanderlust Cafe & Bistro""","""274 Canongate""",Edinburgh,EDH,EH8 8AA,55.9506125,-3.1839023999999996,4.5,3,1,Cafes;Restaurants;Bistros
17722,noNQ4jKRRAVPaRFnCgIg2Q,"""Peckhams Underground""","""155-159 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.93595799999999,-3.2091111,3.5,7,0,Restaurants;Brasseries;Food;Delis;Coffee & Tea
17724,5OO2qsLunRpdyEoQkBrfgQ,"""Pizza Express""","""1 Nile Grove, Hermitage Terrace""",Edinburgh,EDH,EH10 4RE,55.926547,-3.205953,2.5,6,1,Pizza;Restaurants;Italian
17873,9RKjjuTQYkYpGmCtfVsTZQ,"""Los Cardos""","""281 Leith Walk""",Edinburgh,EDH,EH6 8PD,55.965375699999996,-3.1758847,4.5,64,1,Restaurants;Mexican
17888,t-ndtWJD7HesQwnreXv8Tw,"""McDonald's""","""3160 Medina Rd""",Medina,OH,44256,41.135494,-81.8013239,3.0,5,1,Burgers;Fast Food;Restaurants
17969,nbJXmGpdCxiBnovBkBtWcA,"""Mussel Inn""","""61 Rose Street""",Edinburgh,EDH,EH2 2NH,55.95253477479999,-3.1990940571,4.0,110,1,Seafood;Restaurants
18031,I649tnRA96DYZFH3NYp5VQ,"""Pizza Hut""","""Kinnaird Park""",Edinburgh,EDH,EH15 3RD,55.9350844,-3.104329,2.5,5,1,Restaurants;Italian
18250,DwoQqxPvxsskH6ay7HPP2w,"""International Starters""","""82 Commercial Street""",Edinburgh,EDH,EH6 6LX,55.977025100000006,-3.1727333,3.5,18,0,British;Restaurants
18300,krvqEVmPnJJYA9ngZCHX2w,"""Cult Espresso""","""104 Buccleuch Street""",Edinburgh,EDH,EH8 9NE,55.9414645,-3.1834427000000005,4.0,15,1,Restaurants;Cafes;Food;Coffee & Tea
18376,xRs-JgyQCSHLRN47t3R1Ew,"""Hadrians Brasserie""","""1 Princes Street, The Balmoral Hotel""",Edinburgh,EDH,,55.9527,-3.18961,4.0,10,1,Restaurants;Brasseries
18444,Q8n1HaDyBKYUazQ108O5OA,"""Hotel du Vin & Bistro - Edinburgh""","""11 Bristo Place""",Edinburgh,EDH,EH1 1EZ,55.946257900000006,-3.1906543,4.0,37,1,Wine Bars;Hotels & Travel;Bars;French;Nightlife;Modern European;Restaurants;Event Planning & Services;Hotels
18605,SV7-pj0z6_iJT05IQPxK2g,"""YummyTori""","""90-92 Lothian Road""",Edinburgh,EDH,EH3 9BE,55.94639960000001,-3.2059342,3.5,28,0,Japanese;Restaurants
18629,BZi1h9NMo8Kl4cIDZOFM_g,"""The Sir Walter Scott""","""Unit C170, Jubilee Road""",Edinburgh,EDH,EH12 9DN,55.9491286009,-3.3650032326,2.0,13,1,Burgers;Hot Dogs;Nightlife;Restaurants;Pubs;Bars
18751,GvmAWag5UDy_sYkPBvfLbA,"""Pacific Fish Bar""","""61 Mayfield Road, Newington""",Edinburgh,EDH,EH9 3AA,55.930632200000005,-3.1760297000000004,3.5,5,1,Fish & Chips;Restaurants
18927,75WMB6cT3HZ-ftBBChPPMA,"""Benny's""","""291 Saint John's Road""",Edinburgh,EDH,EH12 7XF,55.94289739999999,-3.2914138,2.5,3,0,Restaurants;Sandwiches
19009,hJNjKc4sKgWG__KitlJ1ag,"""Viva Mexico""","""41 Cockburn Street""",Edinburgh,EDH,EH1 1BS,55.9507113,-3.1895601000000005,4.0,68,1,Restaurants;Mexican;Tex-Mex
19574,cfw42vJ8P1CtsY9BDc-DZw,"""Hotel Chocolat""","""John Lewis, 3 St James' Place""",Edinburgh,EDH,EH1 3SP,55.9557951693,-3.1884340569,4.0,4,0,Restaurants;Coffee & Tea;Hotels;Chocolatiers & Shops;Hotels & Travel;Specialty Food;Event Planning & Services;Cafes;Food
19743,LunzNBjKtsYoTaDx5mbYvQ,"""Ma Potters Chargrill""","""Ocean Terminal Shopping Centre, Ocean Drive""",Edinburgh,EDH,EH6 6QQ,55.9800589,-3.1796685,3.5,7,0,Restaurants;Diners
19745,vy5dhJyQ_VC1NUpPMmRUlw,"""Bentoya""","""15 Bread Street""",Edinburgh,EDH,EH3 9AL,55.9459297449,-3.2047283804,4.0,25,1,Japanese;Asian Fusion;Sushi Bars;Restaurants
19804,s8iea3FVqYDzC8cIsU4C2g,"""Ali Baba""","""24 Dalry Road""",Edinburgh,EDH,EH11 2BA,55.9449386597,-3.2179288863999997,1.5,3,1,Restaurants;Turkish;Moroccan
19955,PRI5zVOruU_zLitAZl8JDw,"""Café Piccante""","""19 Broughton Street""",Edinburgh,MLN,EH1 3JU,55.9569461,-3.187744,3.5,33,1,Fast Food;Restaurants;Fish & Chips
20042,OHsq36BlyxhzCcx8rnfGEA,"""The Principal Edinburgh Charlotte Square""","""38 Charlotte Square""",Edinburgh,EDH,EH2 4HQ,55.951544286899995,-3.2059005251999997,3.5,22,1,Hotels;Event Planning & Services;Active Life;Swimming Pools;Restaurants;Hotels & Travel;Modern European;Venues & Event Spaces
20217,VMZvjxkme1JvMCe_o-ICTA,"""Circle Cafe""","""1 Brandon Terrace""",Edinburgh,EDH,EH3 5AE,55.962450001,-3.1996827269,4.0,28,0,Restaurants;Bakeries;Coffee & Tea;Breakfast & Brunch;Cafes;Food
20229,pFPryJ4XEzuiBnaUu5LINg,"""Amusé Euro Bistro""","""108 Public Sq""",Medina,OH,44256,41.1392347911,-81.8632728606,3.5,21,1,Restaurants;Bars;Nightlife;American (Traditional);Modern European
20241,2YPpmW-mpN2f6c4cFDtjPw,"""Zizzi Restaurants""","""42-45 Queensferry Street""",Edinburgh,EDH,EH2 4RA,55.9505628,-3.208798,3.0,16,1,Italian;Restaurants
20325,XXHCyPSgVPYjCyFlV9DXSg,"""Candy Bar""","""113-115 George St, New Town""",Edinburgh,EDH,EH2 4JN,55.9525041459,-3.2043424939999996,3.5,24,1,Restaurants;Nightlife;Pubs;Bars;Wine Bars
20382,_Z4EUcelrQqalYVzIxlS4w,"""Fabio's""","""23 Glasgow Road""",Edinburgh,EDH,EH12 8HW,55.9492206822,-3.2971663542000003,4.0,11,1,Italian;Restaurants
20466,luQKkVr3OlfuFBm16BHvWQ,"""Lagermans Takeaway Sandwich Bar""","""5 Buccleuch Street""",Edinburgh,EDH,EH8 9JN,55.94358670000001,-3.1847681,5.0,3,1,Sandwiches;Restaurants;Delis
20477,3xJ84rKp_xU-NuM0u8LnRw,"""Frankie & Benny's""","""2 Greenside Place""",Edinburgh,EDH,EH1 3AA,55.9566096,-3.1854002,2.5,18,1,American (Traditional);Pizza;Restaurants
20544,3hjLxqqEfnBhwL6ecave_g,"""Gusto""","""135 George Street""",Edinburgh,EDH,EH2 4JH,55.95218520000001,-3.2059971000000003,4.0,51,1,Restaurants;Italian
20660,2PXZKWGoXtPkI-Zn_gFvyA,"""Holi Spice""","""20 Holyrood Road""",Edinburgh,EDH,EH8 9,55.949296700000005,-3.1825137999999997,3.5,3,0,Restaurants;Indian
21002,O6RnkQnuVyRTXk4e_tADPw,"""The Curry Leaf""","""139 Bruntsfield Place""",Edinburgh,EDH,EH10 4EB,55.9364294,-3.2080707000000004,3.0,6,1,Indian;Restaurants
21051,jWeZHORP_zEyJllj6ouLhw,"""Hendersons at St John's""","""3 Lothian Road""",Edinburgh,EDH,EH2 4BJ,55.9500765,-3.2070648,4.5,3,0,Restaurants;Cafes
21178,4b8XSgwOXuPBEyoSO0vDSw,"""Foodies at Holyrood""","""67 Holyrood Rd""",Edinburgh,EDH,EH8 8AU,55.950525,-3.1776322999999995,3.0,14,0,Sandwiches;Restaurants;Delis
21226,VHSuC0T80ZXTjykdlHKq3A,"""Henderson's""","""25 Thistle Street""",Edinburgh,EDH,EH2 1DX,55.95424499999999,-3.1981976000000003,4.0,18,1,Restaurants;Vegetarian;Pubs;Nightlife;Bars
21369,Fjj9UwogRsvLRvflG-gFmg,"""Nando's""","""Fort Kinnaird Retail Park""",Edinburgh,EDH,EH15 3RD,55.9353892829,-3.1050548885,4.0,4,1,Restaurants;Chicken Wings;Portuguese;Food
21430,7ALAn4YYj9n4UQXaXrCaIg,"""Sylvesters""","""55-57 West Nicolson Street""",Edinburgh,MLN,EH8 9DB,55.9444296,-3.1859848,4.5,3,1,Bistros;Scottish;British;Restaurants
21457,Kcg5iMwYq5ibBuEhDXKx3Q,"""El Cartel""","""64 Thistle Street""",Edinburgh,MLN,EH2 1EN,55.953802100000004,-3.1998917999999996,4.5,61,1,Mexican;Restaurants;Street Vendors;Food
21606,oqdQnV54SgzVwijShVvgXQ,"""Hung Lam""","""96 South Clerk Street""",Edinburgh,EDH,EH8 9PT,55.9393475,-3.1798838,4.0,7,0,Restaurants;Fast Food
21772,t5Xwp2HEaJBfniVX-eA9ew,"""La P'Tite Folie""","""9 Randolph Place""",Edinburgh,EDH,EH3 7TE,55.9515404,-3.2101096,3.0,5,1,Restaurants;French
21922,mKtxOKOH6Wqc5SQAgH-fbw,"""Meltmongers""","""80 Bruntsfield Place""",Edinburgh,EDH,EH10 4HG,55.9376695831,-3.206397146,4.0,9,1,Food;Restaurants;British;Coffee & Tea
22086,8Haoz9Mil7ZnHGU48sgBtw,"""Vietnam House Restaurant""","""3 Grove Street""",Edinburgh,EDH,EH3 8AF,55.9458993562,-3.2127690314999997,4.0,51,1,Vietnamese;Restaurants
22145,1bCitUM1BpqnaekkqJsVdQ,"""Buffalo Wild Wings""","""5050 Eastpointe Drive""",Medina,OH,44256,41.137487,-81.798119,2.0,38,1,Nightlife;Sports Bars;Chicken Wings;American (Traditional);Bars;Restaurants
22212,Z77o6rD_XgAxuFD04rPzPA,"""Italian on Mound""","""15 Bank Street""",Edinburgh,EDH,EH1 2LN,55.9497406709,-3.1931446864999997,4.5,3,1,Restaurants;Italian
22349,pYxq2wUXInrugQGrOLq4zw,"""Merchants Restaurant & Caterers""","""17 Merchant Street""",Edinburgh,EDH,EH1 2QD,55.947769900000004,-3.1922493999999997,3.0,4,1,Restaurants;Event Planning & Services;Caterers
22491,pQ2fhhI2tyr_h3_7VVBISw,"""The Filling Place""","""50 Easter Rd""",Edinburgh,EDH,EH7 5RQ,55.9585698,-3.1716976000000003,4.0,3,1,Fast Food;Restaurants
22594,mX58qv1o62qWtP4OsIYdYg,"""Soul Sushi""","""126 Nicolson Street""",Edinburgh,EDH,EH8 9EH,55.9441344,-3.1834016,4.5,20,1,Food;Food Delivery Services;Fast Food;Restaurants;Sushi Bars
22821,eRVtaGzIh2uBPnOByXPHeQ,"""Baguette To Go""","""27 S Clerk Street""",Edinburgh,EDH,EH8 9JD,55.941128799999994,-3.1809133999999997,4.0,9,0,Sandwiches;Fast Food;Food;Coffee & Tea;Restaurants
22942,r6xN1mY6l00AuJvzQssrcg,"""Marco's Pizza""","""244 N Court St""",Medina,OH,44256,41.1418551,-81.8635223,2.5,3,1,Restaurants;Pizza
23008,PIuEcN0eq93rT2_z_IO9JA,"""Yo! Sushi - Harvey Nichols Edinburgh""","""Forth Floor Harvey Nichols, St Andrew Sq""",Edinburgh,EDH,EH2 2AD,55.95364789999999,-3.1928387000000003,3.5,34,1,Restaurants;Sushi Bars
23042,V0tRCjf95FTqVJvmxdeqbQ,"""Frankenstein & Bier Keller""","""26 George IV Bridge""",Edinburgh,EDH,EH1 1EN,55.9473086,-3.1916428,3.0,89,1,Bars;Nightlife;Restaurants;Pubs;Karaoke;German
23173,FiQMaxSl_4dc7FAAgJ4CBw,"""Naked""","""35 Palmerston Place, The West End""",Edinburgh,EDH,EH12 5AU,55.9495279,-3.2187811,3.0,5,0,Fast Food;Soul Food;Restaurants;Gluten-Free
23203,0SjdW0AHzE5F5LUYRFYaYA,"""Port of Siam""","""3 Pier Place""",Edinburgh,EDH,EH6 4LP,55.98076379999999,-3.1953825,5.0,9,0,Thai;Restaurants
23328,3Q6LDJ4OYC-rP0kEtKFPQA,"""The Killer Restaurant""","""4-8 Lochrin Buildings, Gilmore Place""",Edinburgh,EDH,EH3 9NB,55.94204820000001,-3.2040497,5.0,3,1,Bangladeshi;Restaurants;Indian
23506,Nu1yhfnJxvdHW70r8FNvrg,"""El Quijote""","""13 A Brougham Street""",Edinburgh,EDH,EH3 9,55.9434044473,-3.2027602781,4.5,20,1,Restaurants;Food;Spanish;Tapas/Small Plates
23668,dAFfbEWpjYbzxIwlt9FGeA,"""Taste Of China""","""175-177 Gilmore Place""",Edinburgh,EDH,EH3 9PW,55.9392691,-3.2125605999999998,3.0,7,1,Chinese;Restaurants;Fast Food
24084,hf_TA4bRRnzLQh2XUbqX6w,"""Café Turquaz""","""119 Nicolson Street""",Edinburgh,EDH,EH8 9ER,55.94414939999999,-3.1838693,3.0,26,1,Turkish;Juice Bars & Smoothies;Coffee & Tea;Restaurants;Food
24171,xYFYrC5qixP5uK2tUHYckg,"""Dalry Diner""","""108A Dalry Road""",Edinburgh,MLN,EH11 2DW,55.9435251371,-3.2197145976,3.5,3,1,Restaurants;Diners
24548,Spa_PAUu1wyPiwqTjjv6Lg,"""Fresh Food Deli""","""2860 Medina Rd""",Medina,OH,44256,41.135775,-81.79030300000001,5.0,65,1,American (New);Delis;Restaurants
24641,7PtwihkfQJrHYCcOkAwwEQ,"""Mermaid Fish Bar""","""43-45 Leith Walk""",Edinburgh,EDH,EH6 8LS,55.969772,-3.1722157,3.5,4,1,Fish & Chips;Restaurants
24685,b7Rfg6FWOD2oDWo7mOgENQ,"""Ocean Kitchen Bar & Grill""","""Ocean Terminal, Ocean Drive""",Edinburgh,EDH,EH6 6JJ,55.9814,-3.17694,3.5,9,1,Juice Bars & Smoothies;Nightlife;Food;Restaurants;British;Bars
24758,nQ82g4W8piVOeFZa6dKQpQ,"""Hot Kungfu""","""6 Newington Road, Newington""",Edinburgh,EDH,EH9 1QS,55.9389576497,-3.1796243295999997,4.5,3,1,Chinese;Restaurants;Fast Food
24763,WWKFIRzivYgCWbsSRwtIAw,"""The Safari Lounge""","""21 Cadzow Place, London Road""",Edinburgh,EDH,EH7 5SN,55.9571391807,-3.16781215,4.5,24,1,Food;British;Nightlife;Restaurants;Bars;Soul Food;Scottish;Hot Dogs
24890,sHXgLQ7tpbazp5iFbriNRw,"""The Portobello Palm Tree""","""87 Portobello High Street""",Edinburgh,EDH,EH15 1AW,55.9542862617,-3.1166779624000003,3.5,4,0,Bars;Pubs;Restaurants;Caribbean;Nightlife
24931,UUIE7uINWwn2eUzDV9p04w,"""Topkapi""","""109 Fountainbridge""",Edinburgh,EDH,EH3 9QG,55.943206599999996,-3.2078002,4.0,11,1,Fast Food;Restaurants;Middle Eastern
24976,xGWwWMMtxpbllV51XS3ktA,"""Bodrum Express""","""6 Parkhead Garden Sighthills""",Edinburgh,EDH,EH11 4SQ,55.924128359899996,-3.276786762,5.0,3,1,British;Fast Food;Restaurants
25032,xNQj7CamjY9vKp8AC5PwaA,"""Ruan Siam""","""48 Howe Street""",Edinburgh,EDH,EH3 6TH,55.956607299999995,-3.202868,4.5,17,0,Thai;Restaurants
25242,qesu3mk5yHeak9CUO4gRdQ,"""Peter's Yard""","""Quartermile, 27 Simpson Loan""",Edinburgh,EDH,EH3 9GG,55.9433842498,-3.1916141510000005,4.0,81,1,Scandinavian;Food;Bakeries;Restaurants;Coffee & Tea
25311,MGJms2KEqc1Hm5ig4o50yg,"""Black Medicine""","""Old Town, 2 Nicolson Street""",Edinburgh,EDH,EH8 9DH,55.947018500000006,-3.1859597,3.5,93,1,Restaurants;Coffee & Tea;Sandwiches;Food;Desserts
25316,NwZDjx3sMfPdXaEVw9v4PA,"""Tony Macaroni Alla Romana""","""208 Bruntsfield Place""",Edinburgh,EDH,EH10 4DE,55.935660899999995,-3.2102638999999997,4.0,5,0,Restaurants;Italian
25337,1JEx6hQwk7PpV5MA3B2hQg,"""Kingfisher""","""71 Bread St, Old Town""",Edinburgh,EDH,EH3 9AH,55.9459877014,-3.2025101185000002,2.0,4,1,Fast Food;Restaurants
25345,qFcf0Rz1NXw1HUajBstMoA,"""Pizza Bazaar""","""62 Inverleith Row, Goldenacre""",Edinburgh,EDH,EH3 5PX,55.970998303100004,-3.2089024504,5.0,4,0,Fast Food;Pizza;Restaurants
25408,MuVIpRAEkNfRnmhsPTdl3A,"""The Doric""","""15-16 Market Street""",Edinburgh,EDH,EH1 1DE,55.95089628229999,-3.1907594219999997,4.0,72,1,Pubs;Scottish;Bars;Nightlife;Restaurants;Gastropubs
25619,Z6YqYSZpgCbj1SBThBqszw,"""Tempting Tattie""","""18 Jeffrey Street, Old Town""",Edinburgh,EDH,EH1 1DT,55.9511052,-3.1842221,4.0,14,1,Restaurants;Do-It-Yourself Food;Food;Coffee & Tea;Fast Food
25676,G6txhXYJEuC9Es-4ljOOuQ,"""Always Sunday""","""170 High Street""",Edinburgh,EDH,EH1 1QS,55.9497989,-3.1887087000000003,4.0,23,0,Cafes;Food;Restaurants;Sandwiches;Coffee & Tea
25683,L9DejSwWe6NRJOKgXJB07Q,"""The Links""","""4-6 Alvanley Terrace""",Edinburgh,EDH,EH9 1DU,55.937616000000006,-3.202815,4.0,6,1,Restaurants;Gastropubs;Nightlife;Hotels & Travel;Bars;Event Planning & Services;Pubs;Hotels
25799,KL-HPc-8AvUZgMNvRmiozw,"""Cool Jade""","""3-4 Downie Terrace""",Edinburgh,EDH,EH12 7AU,55.942116799999994,-3.2670008999999998,4.5,10,1,Dim Sum;Chinese;Restaurants
25898,NPMO7FkH9Y112KJKR96_xg,"""The Barbecue""","""20 Glasgow Road""",Edinburgh,EDH,EH12 8HL,55.942529500000006,-3.2950991999999997,4.5,3,1,Restaurants;Fish & Chips;Fast Food
25944,22nkIQ4BeSYwsyaPOczOeA,"""Mother India's Cafe""","""3-5 Infirmary Street""",Edinburgh,EDH,EH1 1LT,55.948131000000004,-3.1859835,4.0,89,1,Tapas/Small Plates;Indian;Restaurants
25985,ctW7CyEghLR2yMJGubep9A,"""Kings Balti""","""79 Buccleuch Street""",Edinburgh,EDH,EH8 9LS,55.9423666,-3.1840752,3.0,8,0,Pakistani;Fast Food;Restaurants;Indian
